timestamp,cmdb_id,parent_id,span_id,trace_id,duration
1615109700000,apache01,,2021_03_07-A-1615109700,trace-2021_03_07-1615109700,25
1615109700005,Tomcat02,2021_03_07-A-1615109700,2021_03_07-B-1615109700,trace-2021_03_07-1615109700,38
1615109700010,Mysql01,2021_03_07-B-1615109700,2021_03_07-C-1615109700,trace-2021_03_07-1615109700,54
1615109760000,apache01,,2021_03_07-A-1615109760,trace-2021_03_07-1615109760,21
1615109760005,Tomcat02,2021_03_07-A-1615109760,2021_03_07-B-1615109760,trace-2021_03_07-1615109760,30
1615109760010,Mysql01,2021_03_07-B-1615109760,2021_03_07-C-1615109760,trace-2021_03_07-1615109760,57
1615109820000,apache01,,2021_03_07-A-1615109820,trace-2021_03_07-1615109820,22
1615109820005,Tomcat02,2021_03_07-A-1615109820,2021_03_07-B-1615109820,trace-2021_03_07-1615109820,32
1615109820010,Mysql01,2021_03_07-B-1615109820,2021_03_07-C-1615109820,trace-2021_03_07-1615109820,58
1615109880000,apache01,,2021_03_07-A-1615109880,trace-2021_03_07-1615109880,25
1615109880005,Tomcat02,2021_03_07-A-1615109880,2021_03_07-B-1615109880,trace-2021_03_07-1615109880,37
1615109880010,Mysql01,2021_03_07-B-1615109880,2021_03_07-C-1615109880,trace-2021_03_07-1615109880,59
1615109940000,apache01,,2021_03_07-A-1615109940,trace-2021_03_07-1615109940,21
1615109940005,Tomcat02,2021_03_07-A-1615109940,2021_03_07-B-1615109940,trace-2021_03_07-1615109940,37
1615109940010,Mysql01,2021_03_07-B-1615109940,2021_03_07-C-1615109940,trace-2021_03_07-1615109940,52
1615110000000,apache01,,2021_03_07-A-1615110000,trace-2021_03_07-1615110000,23
1615110000005,Tomcat02,2021_03_07-A-1615110000,2021_03_07-B-1615110000,trace-2021_03_07-1615110000,31
1615110000010,Mysql01,2021_03_07-B-1615110000,2021_03_07-C-1615110000,trace-2021_03_07-1615110000,60
1615110060000,apache01,,2021_03_07-A-1615110060,trace-2021_03_07-1615110060,25
1615110060005,Tomcat02,2021_03_07-A-1615110060,2021_03_07-B-1615110060,trace-2021_03_07-1615110060,36
1615110060010,Mysql01,2021_03_07-B-1615110060,2021_03_07-C-1615110060,trace-2021_03_07-1615110060,51
1615110120000,apache01,,2021_03_07-A-1615110120,trace-2021_03_07-1615110120,24
1615110120005,Tomcat02,2021_03_07-A-1615110120,2021_03_07-B-1615110120,trace-2021_03_07-1615110120,36
1615110120010,Mysql01,2021_03_07-B-1615110120,2021_03_07-C-1615110120,trace-2021_03_07-1615110120,51
1615110180000,apache01,,2021_03_07-A-1615110180,trace-2021_03_07-1615110180,24
1615110180005,Tomcat02,2021_03_07-A-1615110180,2021_03_07-B-1615110180,trace-2021_03_07-1615110180,38
1615110180010,Mysql01,2021_03_07-B-1615110180,2021_03_07-C-1615110180,trace-2021_03_07-1615110180,60
1615110240000,apache01,,2021_03_07-A-1615110240,trace-2021_03_07-1615110240,25
1615110240005,Tomcat02,2021_03_07-A-1615110240,2021_03_07-B-1615110240,trace-2021_03_07-1615110240,34
1615110240010,Mysql01,2021_03_07-B-1615110240,2021_03_07-C-1615110240,trace-2021_03_07-1615110240,56
1615110300000,apache01,,2021_03_07-A-1615110300,trace-2021_03_07-1615110300,27
1615110300005,Tomcat02,2021_03_07-A-1615110300,2021_03_07-B-1615110300,trace-2021_03_07-1615110300,32
1615110300010,Mysql01,2021_03_07-B-1615110300,2021_03_07-C-1615110300,trace-2021_03_07-1615110300,56
1615110360000,apache01,,2021_03_07-A-1615110360,trace-2021_03_07-1615110360,22
1615110360005,Tomcat02,2021_03_07-A-1615110360,2021_03_07-B-1615110360,trace-2021_03_07-1615110360,35
1615110360010,Mysql01,2021_03_07-B-1615110360,2021_03_07-C-1615110360,trace-2021_03_07-1615110360,52
1615110420000,apache01,,2021_03_07-A-1615110420,trace-2021_03_07-1615110420,23
1615110420005,Tomcat02,2021_03_07-A-1615110420,2021_03_07-B-1615110420,trace-2021_03_07-1615110420,36
1615110420010,Mysql01,2021_03_07-B-1615110420,2021_03_07-C-1615110420,trace-2021_03_07-1615110420,48
1615110480000,apache01,,2021_03_07-A-1615110480,trace-2021_03_07-1615110480,27
1615110480005,Tomcat02,2021_03_07-A-1615110480,2021_03_07-B-1615110480,trace-2021_03_07-1615110480,33
1615110480010,Mysql01,2021_03_07-B-1615110480,2021_03_07-C-1615110480,trace-2021_03_07-1615110480,60
1615110540000,apache01,,2021_03_07-A-1615110540,trace-2021_03_07-1615110540,23
1615110540005,Tomcat02,2021_03_07-A-1615110540,2021_03_07-B-1615110540,trace-2021_03_07-1615110540,38
1615110540010,Mysql01,2021_03_07-B-1615110540,2021_03_07-C-1615110540,trace-2021_03_07-1615110540,49
1615110600000,apache01,,2021_03_07-A-1615110600,trace-2021_03_07-1615110600,22
1615110600005,Tomcat02,2021_03_07-A-1615110600,2021_03_07-B-1615110600,trace-2021_03_07-1615110600,30
1615110600010,Mysql01,2021_03_07-B-1615110600,2021_03_07-C-1615110600,trace-2021_03_07-1615110600,47
1615110660000,apache01,,2021_03_07-A-1615110660,trace-2021_03_07-1615110660,21
1615110660005,Tomcat02,2021_03_07-A-1615110660,2021_03_07-B-1615110660,trace-2021_03_07-1615110660,35
1615110660010,Mysql01,2021_03_07-B-1615110660,2021_03_07-C-1615110660,trace-2021_03_07-1615110660,57
1615110720000,apache01,,2021_03_07-A-1615110720,trace-2021_03_07-1615110720,25
1615110720005,Tomcat02,2021_03_07-A-1615110720,2021_03_07-B-1615110720,trace-2021_03_07-1615110720,37
1615110720010,Mysql01,2021_03_07-B-1615110720,2021_03_07-C-1615110720,trace-2021_03_07-1615110720,57
1615110780000,apache01,,2021_03_07-A-1615110780,trace-2021_03_07-1615110780,25
1615110780005,Tomcat02,2021_03_07-A-1615110780,2021_03_07-B-1615110780,trace-2021_03_07-1615110780,35
1615110780010,Mysql01,2021_03_07-B-1615110780,2021_03_07-C-1615110780,trace-2021_03_07-1615110780,52
1615110840000,apache01,,2021_03_07-A-1615110840,trace-2021_03_07-1615110840,27
1615110840005,Tomcat02,2021_03_07-A-1615110840,2021_03_07-B-1615110840,trace-2021_03_07-1615110840,32
1615110840010,Mysql01,2021_03_07-B-1615110840,2021_03_07-C-1615110840,trace-2021_03_07-1615110840,52
1615110900000,apache01,,2021_03_07-A-1615110900,trace-2021_03_07-1615110900,20
1615110900005,Tomcat02,2021_03_07-A-1615110900,2021_03_07-B-1615110900,trace-2021_03_07-1615110900,38
1615110900010,Mysql01,2021_03_07-B-1615110900,2021_03_07-C-1615110900,trace-2021_03_07-1615110900,55
1615110960000,apache01,,2021_03_07-A-1615110960,trace-2021_03_07-1615110960,22
1615110960005,Tomcat02,2021_03_07-A-1615110960,2021_03_07-B-1615110960,trace-2021_03_07-1615110960,36
