timestamp,cmdb_id,kpi_name,value
1615017000,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,20.3273
1615017000,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,45.8525
1615017000,Tomcat01,OSLinux-NET_NET_NicLatency,10.564
1615017000,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,22.1725
1615017000,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,48.1436
1615017000,Tomcat02,OSLinux-NET_NET_NicLatency,8.1648
1615017000,MG01,OSLinux-CPU_CPU_CPUCpuUtil,23.8801
1615017000,MG01,OSLinux-MEM_MEM_MemUsedPercent,46.4319
1615017000,MG01,OSLinux-NET_NET_NicLatency,6.0341
1615017000,MG02,OSLinux-CPU_CPU_CPUCpuUtil,23.9313
1615017000,MG02,OSLinux-MEM_MEM_MemUsedPercent,47.7618
1615017000,MG02,OSLinux-NET_NET_NicLatency,8.8432
1615017000,Mysql01,OSLinux-CPU_CPU_CPUCpuUtil,23.9647
1615017000,Mysql01,OSLinux-MEM_MEM_MemUsedPercent,50.3641
1615017000,Mysql01,OSLinux-NET_NET_NicLatency,10.2067
1615017000,Redis01,OSLinux-CPU_CPU_CPUCpuUtil,19.2596
1615017000,Redis01,OSLinux-MEM_MEM_MemUsedPercent,47.2876
1615017000,Redis01,OSLinux-NET_NET_NicLatency,9.9927
1615017060,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,22.1281
1615017060,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,47.7168
1615017060,Tomcat01,OSLinux-NET_NET_NicLatency,5.528
1615017060,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,21.3733
1615017060,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,50.9818
1615017060,Tomcat02,OSLinux-NET_NET_NicLatency,9.1701
1615017060,MG01,OSLinux-CPU_CPU_CPUCpuUtil,21.6959
1615017060,MG01,OSLinux-MEM_MEM_MemUsedPercent,47.87
1615017060,MG01,OSLinux-NET_NET_NicLatency,9.7897
1615017060,MG02,OSLinux-CPU_CPU_CPUCpuUtil,23.5528
1615017060,MG02,OSLinux-MEM_MEM_MemUsedPercent,45.8993
1615017060,MG02,OSLinux-NET_NET_NicLatency,9.0811
1615017060,Mysql01,OSLinux-CPU_CPU_CPUCpuUtil,21.2016
1615017060,Mysql01,OSLinux-MEM_MEM_MemUsedPercent,48.1242
1615017060,Mysql01,OSLinux-NET_NET_NicLatency,6.4258
1615017060,Redis01,OSLinux-CPU_CPU_CPUCpuUtil,21.2246
1615017060,Redis01,OSLinux-MEM_MEM_MemUsedPercent,47.0406
1615017060,Redis01,OSLinux-NET_NET_NicLatency,7.2868
1615017120,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,20.9441
1615017120,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,46.451
1615017120,Tomcat01,OSLinux-NET_NET_NicLatency,10.0048
1615017120,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,19.548
1615017120,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,48.8169
1615017120,Tomcat02,OSLinux-NET_NET_NicLatency,10.1533
1615017120,MG01,OSLinux-CPU_CPU_CPUCpuUtil,20.2101
1615017120,MG01,OSLinux-MEM_MEM_MemUsedPercent,47.5389
1615017120,MG01,OSLinux-NET_NET_NicLatency,9.7539
