timestamp,cmdb_id,kpi_name,value
1614915720,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,22.2153
1614915720,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,47.1941
1614915720,Tomcat01,OSLinux-NET_NET_NicLatency,5.348
1614915720,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,22.0446
1614915720,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,45.225
1614915720,Tomcat02,OSLinux-NET_NET_NicLatency,7.6019
1614915720,MG01,OSLinux-CPU_CPU_CPUCpuUtil,19.4191
1614915720,MG01,OSLinux-MEM_MEM_MemUsedPercent,45.5443
1614915720,MG01,OSLinux-NET_NET_NicLatency,7.5471
1614915720,MG02,OSLinux-CPU_CPU_CPUCpuUtil,23.9611
1614915720,MG02,OSLinux-MEM_MEM_MemUsedPercent,45.7428
1614915720,MG02,OSLinux-NET_NET_NicLatency,6.3394
1614915720,Mysql01,OSLinux-CPU_CPU_CPUCpuUtil,22.7646
1614915720,Mysql01,OSLinux-MEM_MEM_MemUsedPercent,50.6863
1614915720,Mysql01,OSLinux-NET_NET_NicLatency,8.4626
1614915720,Redis01,OSLinux-CPU_CPU_CPUCpuUtil,21.3801
1614915720,Redis01,OSLinux-MEM_MEM_MemUsedPercent,50.8575
1614915720,Redis01,OSLinux-NET_NET_NicLatency,5.2795
1614915780,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,22.4896
1614915780,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,48.8335
1614915780,Tomcat01,OSLinux-NET_NET_NicLatency,7.2344
1614915780,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,22.2865
1614915780,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,45.3767
1614915780,Tomcat02,OSLinux-NET_NET_NicLatency,5.3576
1614915780,MG01,OSLinux-CPU_CPU_CPUCpuUtil,20.2358
1614915780,MG01,OSLinux-MEM_MEM_MemUsedPercent,49.0824
1614915780,MG01,OSLinux-NET_NET_NicLatency,7.5656
1614915780,MG02,OSLinux-CPU_CPU_CPUCpuUtil,20.8849
1614915780,MG02,OSLinux-MEM_MEM_MemUsedPercent,48.5134
1614915780,MG02,OSLinux-NET_NET_NicLatency,7.7191
1614915780,Mysql01,OSLinux-CPU_CPU_CPUCpuUtil,20.7986
1614915780,Mysql01,OSLinux-MEM_MEM_MemUsedPercent,49.7663
1614915780,Mysql01,OSLinux-NET_NET_NicLatency,9.194
1614915780,Redis01,OSLinux-CPU_CPU_CPUCpuUtil,20.4646
1614915780,Redis01,OSLinux-MEM_MEM_MemUsedPercent,48.4465
1614915780,Redis01,OSLinux-NET_NET_NicLatency,8.1512
1614915840,Tomcat01,OSLinux-CPU_CPU_CPUCpuUtil,19.9119
1614915840,Tomcat01,OSLinux-MEM_MEM_MemUsedPercent,47.9338
1614915840,Tomcat01,OSLinux-NET_NET_NicLatency,5.2352
1614915840,Tomcat02,OSLinux-CPU_CPU_CPUCpuUtil,23.0093
1614915840,Tomcat02,OSLinux-MEM_MEM_MemUsedPercent,49.5874
1614915840,Tomcat02,OSLinux-NET_NET_NicLatency,8.4382
1614915840,MG01,OSLinux-CPU_CPU_CPUCpuUtil,24.2529
1614915840,MG01,OSLinux-MEM_MEM_MemUsedPercent,46.8825
1614915840,MG01,OSLinux-NET_NET_NicLatency,9.1718
1614915840,MG02,OSLinux-CPU_CPU_CPUCpuUtil,22.5662
1614915840,MG02,OSLinux-MEM_MEM_MemUsedPercent,48.4794
1614915840,MG02,OSLinux-NET_NET_NicLatency,7.7372
1614915840,Mysql01,OSLinux-CPU_CPU_CPUCpuUtil,24.0398
1614915840,Mysql01,OSLinux-MEM_MEM_MemUsedPercent,50.6681
1614915840,Mysql01,OSLinux-NET_NET_NicLatency,7.8446
1614915840,Redis01,OSLinux-CPU_CPU_CPUCpuUtil,22.9849
1614915840,Redis01,OSLinux-MEM_MEM_MemUsedPercent,45.364
1614915840,Redis01,OSLinux-NET_NET_NicLatency,9.209
