log_id,timestamp,cmdb_id,log_name,value
d82747cb9bce47fbb451f101f83105f0,1614915720,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:42:00
ad46eedd3bc84b23a777f795a3cf9b93,1614915780,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:43:00
fe01796569b448c089cb2a7dcf9c49a2,1614915840,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:44:00
c3c57fe2591e4e4c8d986c9bb97118c7,1614915900,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:45:00
1c2b383c0e78425580bbfae94cd5d440,1614915960,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:46:00
474fb069b8544c07a7f859211f435132,1614916020,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:47:00
95b4ea9e4bcd44cfb6d306c0f1920d05,1614916080,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:48:00
364b87ff6c6040c6a14a2874e6de7ba3,1614916140,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:49:00
c492a94205284a6a99a083220e46c1ec,1614916200,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:50:00
313c909f7d9e46c8a59d4f20555f3099,1614916260,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:51:00
4bde5a2087a9431e94a24b9e3f1e6364,1614916320,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:52:00
0cfd7b495c6e4d048e70c187b5fd55a6,1614916380,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:53:00
d12cf2ab58e746c491c5345801f0fada,1614916440,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:54:00
de62e931d1bc49d4928610dfb3e57387,1614916500,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:55:00
521e0db8f5e24cb9a821b26061a63bb0,1614916560,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:56:00
36fc622060a14190aa66b18c3d18cb6f,1614916620,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:57:00
801798dbe84947949c62176dd1ab1656,1614916680,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:58:00
646346b1c2a94735bed9c321c1aee2ad,1614916740,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 03:59:00
b55a1cfd3d7f408ab6c15758367ba2ee,1614916800,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:00:00
bedbd1f46ed2420681e82bd47bb97b1a,1614916860,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:01:00
6fefab443e20444ba3ad3633c62d7b47,1614916920,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:02:00
33eb4b0b4d6b49a29d9bc2c343c15026,1614916980,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:03:00
fd393d7d79c646e5ae5a98302efdfbd0,1614917040,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:04:00
7c3a18c10a244564b299d9ef0962d358,1614917100,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:05:00
1ced81f852b442cf9cf86c6db4b59ead,1614917160,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:06:00
e695a788c1af4bae839f5e3ab050a5f8,1614917220,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:07:00
df3b33910b7b4ecc995601fd124bbcea,1614917280,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:08:00
228354f641ec4f3ea616f7510d48d5e6,1614917340,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:09:00
c4bc3e8edfb24502a713c91005099f40,1614917400,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:10:00
fd1233229adc4dd79c10032a3bfe53cc,1614917460,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:11:00
effac7b3f78e47fb978672d88a0dcf10,1614917520,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:12:00
dd0f51af1e6d4149ab0817d473dbaa9e,1614917580,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:13:00
430d7b73195249379334f0bbe405beee,1614917640,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:14:00
972ee61a754544a494fb67194a460171,1614917700,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:15:00
e45911ec67654f94a86d57234895d1cf,1614917760,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:16:00
e96c91f8c72548b4b8bf95ca452d7ece,1614917820,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:17:00
c4bda268c82a478eb950bae4b413c097,1614917880,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:18:00
2653707930f94ad096c802278ed5db90,1614917940,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:19:00
00063e07cbad4e31b0c5c12bfac00f8f,1614918000,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:20:00
8e9f5a4e9cfb4937b99653476d78d4d7,1614918060,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:21:00
dd7a3907b4ef4a06a28b9ecfc74c14d4,1614918120,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:22:00
8e2906b41ce14445b9986a37077b50bc,1614918180,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:23:00
3e7ca40ed254452abfb631a8fa724f65,1614918240,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:24:00
1c288a73a8a84c6ca7472c73a8dfe473,1614918300,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:25:00
8f38c721015b423199d835a9524a7a8e,1614918360,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:26:00
20ebaf16ea3b4de88126619433126837,1614918420,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:27:00
9dbd7c6f635c449d989b626a07eaab05,1614918480,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:28:00
72faaec6585a4a48846d7c687d473c45,1614918540,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:29:00
09548553e1de4f0ca861419ea0d8802b,1614918600,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:30:00
8698cffabaea4a63945a8a24c6a257cc,1614918660,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:31:00
c3b6d373c3464045a0f4d978e4dff2f5,1614918720,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:32:00
b8a9072b93ff426680bc41130fd7c4fe,1614918780,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:33:00
b467d73d7ce546e8b6e5f541f0105904,1614918840,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:34:00
8d1d9deeb04b4b4491a898465289c04e,1614918900,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:35:00
077b6ffc50aa4639bf08a3efce922b0a,1614918960,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:36:00
0dc38e1e175c4f21af9a16c9deb92a8d,1614919020,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
c1ef8e8c7f694b6da8679b424b9a959e,1614919080,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
143ab0b987e645fab07d568714882e7e,1614919140,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
34633e780f26435289e80082a8c36eb5,1614919200,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
4f8c84cb362145f7bff874bfd7ea1960,1614919260,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
21cc595f032a4a29b414ec0a32002d84,1614919320,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
928a60cb2500482e8e4832a57749b20b,1614919380,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
623c7c7e020b4549b732e68dca476a8f,1614919440,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
c483f41b7d7e4639ac7e9a007d17336b,1614919500,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
ec7a50108e6b41aeb775567bcd2b17f0,1614919560,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
400b387aa6104fbba924e2f2b04b00e1,1614919620,Tomcat01,service.log,Anomaly detected around 2021-03-05 10:12:00; component=Tomcat01; reason=high CPU usage
4b435877601c4472b428b40d797bcac7,1614919680,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:48:00
37198696cb504a1f89ef85570712fffc,1614919740,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:49:00
365ce387f7d049bb9acdf64b93848ab6,1614919800,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:50:00
783a7574975f4ec88e62bfc8499f291c,1614919860,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:51:00
7c4e5673d2c4439f9de9a28c4411101f,1614919920,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:52:00
e1ec919fffd54ef68c869734a0944540,1614919980,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:53:00
ef00424d1de34796b26375772c939253,1614920040,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:54:00
fda9d13ab9ae426f914fb14cfd91c57d,1614920100,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:55:00
fe125b0d7efa42c7a2b032fe66329790,1614920160,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:56:00
32f03816cce84704a7c85a05f712ef52,1614920220,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:57:00
a7af823903b846a9a6a495034fe1d95c,1614920280,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:58:00
7b1a8cf4af2f41f59ef006afefbf98b2,1614920340,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 04:59:00
2531992d62a54ba9a183da30dda67e1a,1614920400,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:00:00
9ca77e25b7f04f24a4f7145db4aa81cd,1614920460,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:01:00
019bb6a618f5498f807d79130a732fc2,1614920520,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:02:00
236a9568d9d04146aa886a66504cd383,1614920580,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:03:00
308da433052a4a20957550bdc5a90486,1614920640,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:04:00
7fd5ef61eb024dfaad10a182db4507ba,1614920700,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:05:00
e6a26dbd587444879897ffadb9732444,1614920760,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:06:00
918a0fb5bbd044fab7026c3c43c141ce,1614920820,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:07:00
451952dad2ad4726847d0e4c7662241b,1614920880,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:08:00
e57a2ad3fb13458f83505e85c4ff92fc,1614920940,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:09:00
f5737cfb4a89424086e23076e0ac719e,1614921000,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:10:00
b7f941b8c9b84461874162cbf04ed795,1614921060,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:11:00
1ffd3320fda6487ba14d239eb5b9646a,1614921120,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:12:00
3b39b912c849484abaef01d12ac90dad,1614921180,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:13:00
f8440ba5f23c45faaf15ea26eaf682c1,1614921240,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:14:00
96912ed7e1094414a78cf857e6b5e590,1614921300,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:15:00
4c3352c00daf4f8285f24c87186c5fce,1614921360,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:16:00
205bc03fbc884bb9a81b2f2270f21cd1,1614921420,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:17:00
4192bb4c7ce94a778626040ebb438c94,1614921480,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:18:00
8a8393ddf5064a23afe83ae19ae24e62,1614921540,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:19:00
36ad931cb3b1447094d00021c7ed1da2,1614921600,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:20:00
6b2b8e65082c453d9d1683a97e3ac43d,1614921660,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:21:00
36cc619458a4465784068cbbac853f6f,1614921720,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:22:00
90d021dd61674554b9715b2e6402ce9d,1614921780,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:23:00
58ddbf71f4214a12a48d6b1f3af4647c,1614921840,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:24:00
3080fff9833f4cbd9bc28e514ca59b2d,1614921900,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:25:00
ef8ac101aac5448d8fef17c5e4cec0c5,1614921960,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:26:00
01e1829074dd468298c96c623196c0a3,1614922020,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:27:00
9a9549af09e34b97a84fbb8c7b0c7f2a,1614922080,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:28:00
959641b52b9342b99225617ffff7b299,1614922140,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:29:00
70f1a4d6b74c45b3b6dc7c6b7fbdd214,1614922200,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:30:00
5c3ad066aa8b4a699f578b995a9ae6d9,1614922260,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:31:00
0a165ea641f344ecafef63d32e842b41,1614922320,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:32:00
2d66c8b623c94f9d9abf0faf09007f0a,1614922380,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:33:00
044666e3c54846b8bb22a1cbf5c0e462,1614922440,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:34:00
1b0997a29e314c1181a95971a79f5361,1614922500,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:35:00
e6787b900c0247ca99605fc8daa0b4b6,1614922560,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:36:00
f4976cdc95f44fe4b325169c74e4bb25,1614922620,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:37:00
0a19cc2c95024e8e885854740d2febbd,1614922680,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:38:00
e8f49f5343bc4f2ab87be1b97ce095f6,1614922740,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:39:00
73a44bb29b5845b79cd488738e337513,1614922800,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:40:00
5e439d0656414af7851186136e0358fa,1614922860,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:41:00
39809ea21e24470998077db811cce315,1614922920,Tomcat01,service.log,Healthy service heartbeat at 2021-03-05 05:42:00
